userName,score,content,case_folding,hasil_normalisasi,tokenizing,stopword_removal,Sentimen,label_svm,Topik_LDA,processed_words,servqual_label
Pengguna Google,5,Semoga berkah untuk kita semua,semoga berkah untuk kita semua,semoga berkah untuk kita semua,"['semoga', 'berkah', 'untuk', 'kita', 'semua']","['semoga', 'berkah']",2,2,1,"['semoga', 'berkah']",Tidak Ada Kecocokan
Pengguna Google,4,"Semakin improve menjadi lebih baik ya saya rasa. Semoga tetap berprogress menjadi lebih baik, ramah utk pengguna, ramah utk tenakes dan fasyankes, semogaaa..",semakin improve menjadi lebih baik ya saya rasa semoga tetap berprogress menjadi lebih baik ramah utk pengguna ramah utk tenakes dan fasyankes semogaaa,semakin improve menjadi lebih baik ya saya rasa semoga tetap berprogress menjadi lebih baik ramah untuk pengguna ramah untuk tenakes dan fasyankes semogaaa,"['semakin', 'improve', 'menjadi', 'lebih', 'baik', 'ya', 'saya', 'rasa', 'semoga', 'tetap', 'berprogress', 'menjadi', 'lebih', 'baik', 'ramah', 'untuk', 'pengguna', 'ramah', 'untuk', 'tenakes', 'dan', 'fasyankes', 'semogaaa']","['improve', 'lebih', 'baik', 'semoga', 'berprogress', 'lebih', 'baik', 'ramah', 'pengguna', 'ramah', 'tenakes', 'fasyankes', 'semogaaa']",2,2,1,"['improve', 'lebih', 'baik', 'semoga', 'berprogress', 'lebih', 'baik', 'ramah', 'pengguna', 'ramah', 'tenakes', 'fasyankes', 'semogaaa']",responsiveness
Pengguna Google,2,"Demi menjaga keamanan, mobile JKN tidak bisa berjalan BLA BLA BLA... maksude opo Iki bos...",demi menjaga keamanan mobile jkn tidak bisa berjalan bla bla bla maksude opo iki bos,demi menjaga keamanan mobile jkn tidak bisa berjalan bla bla bla maksude opo iki bos,"['demi', 'menjaga', 'keamanan', 'mobile', 'jkn', 'tidak', 'bisa', 'berjalan', 'bla', 'bla', 'bla', 'maksude', 'opo', 'iki', 'bos']","['menjaga', 'keamanan', 'mobile', 'jkn', 'tidak', 'bisa', 'berjalan', 'bla', 'bla', 'bla', 'maksude', 'opo', 'iki', 'bos']",0,1,0,"['menjaga', 'keamanan', 'mobile', 'jkn', 'tidak', 'bisa', 'berjalan', 'bla', 'bla', 'bla', 'maksude', 'opo', 'iki', 'bos']",reliability
Pengguna Google,5,"Saya sudah bikin antrean layanan puskesemas utk esok hari. Waktu hari itu antreannya masi bisa di buka. Tapi keesokan harinya halaman antreannya blank. Ga keliatan apa2. Padahal saya sudah milih antrean untuk besok. Bukan hari ini. Mohon di perbaiki y. Saya tdk tahu apakah ini bug. Tapi karena hal ini. Sampai sekarang, ketika saya buka halaman antrean. Hasilnya blank. Jadi bagaimana saya bisa antre lagi. Mohon dibantu",saya sudah bikin antrean layanan puskesemas utk esok hari waktu hari itu antreannya masi bisa di buka tapi keesokan harinya halaman antreannya blank ga keliatan apa padahal saya sudah milih antrean untuk besok bukan hari ini mohon di perbaiki y saya tdk tahu apakah ini bug tapi karena hal ini sampai sekarang ketika saya buka halaman antrean hasilnya blank jadi bagaimana saya bisa antre lagi mohon dibantu,saya sudah membuat antrian layanan puskesemas untuk esok hari waktu hari itu antreannya masih bisa di buka tetapi keesokan harinya halaman antreannya blank tidak kelihatan apa padahal saya sudah memilih antrian untuk besok bukan hari ini mohon di perbaiki ya saya tidak tahu apakah ini kekutu tetapi karena hal ini sampai sekarang ketika saya buka halaman antrian hasilnya blank jadi bagaimana saya bisa antri lagi mohon dibantu,"['saya', 'sudah', 'membuat', 'antrian', 'layanan', 'puskesemas', 'untuk', 'esok', 'hari', 'waktu', 'hari', 'itu', 'antreannya', 'masih', 'bisa', 'di', 'buka', 'tetapi', 'keesokan', 'harinya', 'halaman', 'antreannya', 'blank', 'tidak', 'kelihatan', 'apa', 'padahal', 'saya', 'sudah', 'memilih', 'antrian', 'untuk', 'besok', 'bukan', 'hari', 'ini', 'mohon', 'di', 'perbaiki', 'ya', 'saya', 'tidak', 'tahu', 'apakah', 'ini', 'kekutu', 'tetapi', 'karena', 'hal', 'ini', 'sampai', 'sekarang', 'ketika', 'saya', 'buka', 'halaman', 'antrian', 'hasilnya', 'blank', 'jadi', 'bagaimana', 'saya', 'bisa', 'antri', 'lagi', 'mohon', 'dibantu']","['sudah', 'antrian', 'layanan', 'puskesemas', 'esok', 'antreannya', 'bisa', 'buka', 'keesokan', 'harinya', 'halaman', 'antreannya', 'blank', 'tidak', 'sudah', 'memilih', 'antrian', 'besok', 'mohon', 'perbaiki', 'tidak', 'kekutu', 'buka', 'halaman', 'antrian', 'hasilnya', 'blank', 'bisa', 'antri', 'mohon', 'dibantu']",2,0,0,"['sudah', 'antrian', 'layanan', 'puskesemas', 'esok', 'antreannya', 'bisa', 'buka', 'keesokan', 'harinya', 'halaman', 'antreannya', 'blank', 'tidak', 'sudah', 'memilih', 'antrian', 'besok', 'mohon', 'perbaiki', 'tidak', 'kekutu', 'buka', 'halaman', 'antrian', 'hasilnya', 'blank', 'bisa', 'antri', 'mohon', 'dibantu']",reliability
Pengguna Google,1,otpnya tidak dikirim ke nomer yang di masukan,otpnya tidak dikirim ke nomer yang di masukan,otpnya tidak dikirim ke nomor yang di masukan,"['otpnya', 'tidak', 'dikirim', 'ke', 'nomor', 'yang', 'di', 'masukan']","['otpnya', 'tidak', 'dikirim', 'nomor', 'masukan']",0,0,2,"['otpnya', 'tidak', 'dikirim', 'nomor', 'masukan']",reliability
Pengguna Google,5,"Membantu dalam proses pelayanan dengan mudah,",membantu dalam proses pelayanan dengan mudah,membantu dalam proses pelayanan dengan mudah,"['membantu', 'dalam', 'proses', 'pelayanan', 'dengan', 'mudah']","['membantu', 'proses', 'pelayanan', 'mudah']",2,2,1,"['membantu', 'proses', 'pelayanan', 'mudah']",reliability
Pengguna Google,1,"aneh ,kartu kis anak saya hilang dari aplikasi JKN ketika mau dicetak .. Dari kantor cabang blg suruh dftr pake nik anak saya pake no hp baru ,ktika sudah beli.nmer bru diaktifkan ,keterangan nomer tidak sesuai suruh laporan penggantian hp ke cabang ,gmana sh lempar2an gni",aneh kartu kis anak saya hilang dari aplikasi jkn ketika mau dicetak  dari kantor cabang blg suruh dftr pake nik anak saya pake no hp baru ktika sudah belinmer bru diaktifkan keterangan nomer tidak sesuai suruh laporan penggantian hp ke cabang gmana sh lemparan gni,jelek kartu kis anak saya hilang dari aplikasi jkn ketika mau dicetak dari kantor cabang bilang suruh daftar pakai nomor indu kartu keluarga anak saya pakai nomor hp baru ketika sudah belinmer baru diaktifkan keterangan nomor tidak sesuai suruh laporan penggantian hp ke cabang bagaimana sh lemparan begini,"['jelek', 'kartu', 'kis', 'anak', 'saya', 'hilang', 'dari', 'aplikasi', 'jkn', 'ketika', 'mau', 'dicetak', 'dari', 'kantor', 'cabang', 'bilang', 'suruh', 'daftar', 'pakai', 'nomor', 'indu', 'kartu', 'keluarga', 'anak', 'saya', 'pakai', 'nomor', 'hp', 'baru', 'ketika', 'sudah', 'belinmer', 'baru', 'diaktifkan', 'keterangan', 'nomor', 'tidak', 'sesuai', 'suruh', 'laporan', 'penggantian', 'hp', 'ke', 'cabang', 'bagaimana', 'sh', 'lemparan', 'begini']","['jelek', 'kartu', 'kis', 'anak', 'hilang', 'aplikasi', 'jkn', 'dicetak', 'kantor', 'cabang', 'bilang', 'suruh', 'daftar', 'pakai', 'nomor', 'indu', 'kartu', 'keluarga', 'anak', 'pakai', 'nomor', 'hp', 'sudah', 'belinmer', 'diaktifkan', 'keterangan', 'nomor', 'tidak', 'sesuai', 'suruh', 'laporan', 'penggantian', 'hp', 'cabang', 'sh', 'lemparan']",1,1,0,"['jelek', 'kartu', 'kis', 'anak', 'hilang', 'aplikasi', 'jkn', 'dicetak', 'kantor', 'cabang', 'bilang', 'suruh', 'daftar', 'pakai', 'nomor', 'indu', 'kartu', 'keluarga', 'anak', 'pakai', 'nomor', 'hp', 'sudah', 'belinmer', 'diaktifkan', 'keterangan', 'nomor', 'tidak', 'sesuai', 'suruh', 'laporan', 'penggantian', 'hp', 'cabang', 'sh', 'lemparan']",tangibles
Pengguna Google,2,Violation of Primary key ..... Mau skrining muncul kaya gitu terus padahal syarat periksa sekarang harus sudah skrining. Trus gimana caranya mau skrining kalo kaya gitu terus??,violation of primary key  mau skrining muncul kaya gitu terus padahal syarat periksa sekarang harus sudah skrining trus gimana caranya mau skrining kalo kaya gitu terus,violation of primary key mau skrining muncul seperti begitu terus padahal syarat periksa sekarang harus sudah skrining terus bagaimana caranya mau skrining kalau seperti begitu terus,"['violation', 'of', 'primary', 'key', 'mau', 'skrining', 'muncul', 'seperti', 'begitu', 'terus', 'padahal', 'syarat', 'periksa', 'sekarang', 'harus', 'sudah', 'skrining', 'terus', 'bagaimana', 'caranya', 'mau', 'skrining', 'kalau', 'seperti', 'begitu', 'terus']","['violation', 'of', 'primary', 'key', 'skrining', 'muncul', 'syarat', 'periksa', 'sudah', 'skrining', 'skrining']",1,0,0,"['violation', 'of', 'primary', 'key', 'skrining', 'muncul', 'syarat', 'periksa', 'sudah', 'skrining', 'skrining']",Tidak Ada Kecocokan
Pengguna Google,5,Merubah data lebih praktis,merubah data lebih praktis,merubah data lebih praktis,"['merubah', 'data', 'lebih', 'praktis']","['merubah', 'data', 'lebih', 'praktis']",2,2,1,"['merubah', 'data', 'lebih', 'praktis']",reliability
Pengguna Google,5,Terimakasih npk satpam telah membantu peralihan menjadi cepat,terimakasih npk satpam telah membantu peralihan menjadi cepat,terimakasih npk satpam telah membantu peralihan menjadi cepat,"['terimakasih', 'npk', 'satpam', 'telah', 'membantu', 'peralihan', 'menjadi', 'cepat']","['terimakasih', 'npk', 'satpam', 'membantu', 'peralihan', 'cepat']",2,2,1,"['terimakasih', 'npk', 'satpam', 'membantu', 'peralihan', 'cepat']",responsiveness
Pengguna Google,1,Keadaan darurat sistem malah offline,keadaan darurat sistem malah offline,keadaan darurat sistem malah offline,"['keadaan', 'darurat', 'sistem', 'malah', 'offline']","['darurat', 'sistem', 'offline']",1,1,0,"['darurat', 'sistem', 'offline']",Tidak Ada Kecocokan
Pengguna Google,5,Much better,much better,much better,"['much', 'better']","['much', 'better']",0,0,1,"['much', 'better']",Tidak Ada Kecocokan
Pengguna Google,5,Oke...bagus..,okebagus,okebagus,['okebagus'],['okebagus'],0,0,1,['okebagus'],Tidak Ada Kecocokan
Pengguna Google,1,Mau masuk akun lupa sandi data pemulihan sndi clear clop dgn terdaftar tapi pas minta kode Verifikasi malah seperti gak di kasih. Kerja nggak sih sebenarnya,mau masuk akun lupa sandi data pemulihan sndi clear clop dgn terdaftar tapi pas minta kode verifikasi malah seperti gak di kasih kerja nggak sih sebenarnya,mau masuk akun lupa sandi data pemulihan sndi clear clop dengan terdaftar tetapi ketika meminta kode verifikasi malah seperti tidak di kasih kerja tidak sih sebenarnya,"['mau', 'masuk', 'akun', 'lupa', 'sandi', 'data', 'pemulihan', 'sndi', 'clear', 'clop', 'dengan', 'terdaftar', 'tetapi', 'ketika', 'meminta', 'kode', 'verifikasi', 'malah', 'seperti', 'tidak', 'di', 'kasih', 'kerja', 'tidak', 'sih', 'sebenarnya']","['masuk', 'akun', 'lupa', 'sandi', 'data', 'pemulihan', 'sndi', 'clear', 'clop', 'terdaftar', 'kode', 'verifikasi', 'tidak', 'kasih', 'kerja', 'tidak']",1,1,2,"['masuk', 'akun', 'lupa', 'sandi', 'data', 'pemulihan', 'sndi', 'clear', 'clop', 'terdaftar', 'kode', 'verifikasi', 'tidak', 'kasih', 'kerja', 'tidak']",reliability
Pengguna Google,5,Lancar,lancar,lancar,['lancar'],['lancar'],0,0,1,['lancar'],reliability
Pengguna Google,5,😀,,,[],[],0,0,0,[],Tidak Ada Kecocokan
Pengguna Google,1,Dari kemaren mau daftar terus suruh masukin no telpon tapi kode otpnya gak ada sama sekalii tolong untuk segera diprbaiki masalahnya,dari kemaren mau daftar terus suruh masukin no telpon tapi kode otpnya gak ada sama sekalii tolong untuk segera diprbaiki masalahnya,dari kemarin mau daftar terus suruh memasuki nomor telpon tetapi kode otpnya tidak ada sama sekali tolong untuk segera diprbaiki masalahnya,"['dari', 'kemarin', 'mau', 'daftar', 'terus', 'suruh', 'memasuki', 'nomor', 'telpon', 'tetapi', 'kode', 'otpnya', 'tidak', 'ada', 'sama', 'sekali', 'tolong', 'untuk', 'segera', 'diprbaiki', 'masalahnya']","['kemarin', 'daftar', 'suruh', 'memasuki', 'nomor', 'telpon', 'kode', 'otpnya', 'tidak', 'tolong', 'diprbaiki']",1,1,2,"['kemarin', 'daftar', 'suruh', 'memasuki', 'nomor', 'telpon', 'kode', 'otpnya', 'tidak', 'tolong', 'diprbaiki']",reliability
Pengguna Google,1,Nomer NIK & KK tidak terdaftar padahal sudah bener loh ini gimana jd ngga bsa daftar,nomer nik  kk tidak terdaftar padahal sudah bener loh ini gimana jd ngga bsa daftar,nomor nomor indu kartu keluarga kk tidak terdaftar padahal sudah benar loh ini bagaimana jadi tidak bisa daftar,"['nomor', 'nomor', 'indu', 'kartu', 'keluarga', 'kk', 'tidak', 'terdaftar', 'padahal', 'sudah', 'benar', 'loh', 'ini', 'bagaimana', 'jadi', 'tidak', 'bisa', 'daftar']","['nomor', 'nomor', 'indu', 'kartu', 'keluarga', 'kk', 'tidak', 'terdaftar', 'sudah', 'loh', 'tidak', 'bisa', 'daftar']",0,0,2,"['nomor', 'nomor', 'indu', 'kartu', 'keluarga', 'kk', 'tidak', 'terdaftar', 'sudah', 'loh', 'tidak', 'bisa', 'daftar']",reliability
Pengguna Google,1,"Input Captcha nya error tidak sesuai mulu, padahal sudah sesuai inputnya, jadi tidak bisa login.",input captcha nya error tidak sesuai mulu padahal sudah sesuai inputnya jadi tidak bisa login,input captcha ya error tidak sesuai melulu padahal sudah sesuai inputnya jadi tidak bisa login,"['input', 'captcha', 'ya', 'error', 'tidak', 'sesuai', 'melulu', 'padahal', 'sudah', 'sesuai', 'inputnya', 'jadi', 'tidak', 'bisa', 'login']","['input', 'captcha', 'error', 'tidak', 'sesuai', 'melulu', 'sudah', 'sesuai', 'inputnya', 'tidak', 'bisa', 'login']",1,1,2,"['input', 'captcha', 'error', 'tidak', 'sesuai', 'melulu', 'sudah', 'sesuai', 'inputnya', 'tidak', 'bisa', 'login']",reliability
Pengguna Google,5,Pelayanannya mantap bagus maju terus,pelayanannya mantap bagus maju terus,pelayanannya mantap bagus maju terus,"['pelayanannya', 'mantap', 'bagus', 'maju', 'terus']","['pelayanannya', 'mantap', 'bagus', 'maju']",2,2,1,"['pelayanannya', 'mantap', 'bagus', 'maju']",Tidak Ada Kecocokan
Pengguna Google,1,Di update makin lemod,di update makin lemod,di memperbarui makin lemod,"['di', 'memperbarui', 'makin', 'lemod']","['memperbarui', 'lemod']",0,0,0,"['memperbarui', 'lemod']",Tidak Ada Kecocokan
Pengguna Google,5,Bagus aplikasi mobile JKN cepat untuk keluhannya,bagus aplikasi mobile jkn cepat untuk keluhannya,bagus aplikasi mobile jkn cepat untuk keluhannya,"['bagus', 'aplikasi', 'mobile', 'jkn', 'cepat', 'untuk', 'keluhannya']","['bagus', 'aplikasi', 'mobile', 'jkn', 'cepat', 'keluhannya']",0,0,1,"['bagus', 'aplikasi', 'mobile', 'jkn', 'cepat', 'keluhannya']",tangibles
Pengguna Google,5,"Alhamdulillah aplikasi ini sangat membantu saya kemarin saat berada di klinik,soalnya zaman skrng hp seakan menjadi hal wajib yg di bawa kemna²,akan tetapi kartu bpjs atau semacamnya tidak begitu sehingga terkadang kelupaan,sehingga aplikasi ini cukup bagi saya untuk menunjukan bahwa saya dapat menggunakan layanan bpjs saya,semangat admin walau jarang yg beri ulasan 5 bintang",alhamdulillah aplikasi ini sangat membantu saya kemarin saat berada di kliniksoalnya zaman skrng hp seakan menjadi hal wajib yg di bawa kemnaakan tetapi kartu bpjs atau semacamnya tidak begitu sehingga terkadang kelupaansehingga aplikasi ini cukup bagi saya untuk menunjukan bahwa saya dapat menggunakan layanan bpjs sayasemangat admin walau jarang yg beri ulasan  bintang,alhamdulillah aplikasi ini sangat membantu saya kemarin saat berada di kliniksoalnya zaman sekarang hp seakan menjadi hal wajib yang di bawa kemnaakan tetapi kartu bpjs atau semacamnya tidak begitu sehingga terkadang kelupaansehingga aplikasi ini cukup bagi saya untuk menunjukan bahwa saya dapat menggunakan layanan bpjs sayasemangat admin walau jarang yang beri ulasan bintang,"['alhamdulillah', 'aplikasi', 'ini', 'sangat', 'membantu', 'saya', 'kemarin', 'saat', 'berada', 'di', 'kliniksoalnya', 'zaman', 'sekarang', 'hp', 'seakan', 'menjadi', 'hal', 'wajib', 'yang', 'di', 'bawa', 'kemnaakan', 'tetapi', 'kartu', 'bpjs', 'atau', 'semacamnya', 'tidak', 'begitu', 'sehingga', 'terkadang', 'kelupaansehingga', 'aplikasi', 'ini', 'cukup', 'bagi', 'saya', 'untuk', 'menunjukan', 'bahwa', 'saya', 'dapat', 'menggunakan', 'layanan', 'bpjs', 'sayasemangat', 'admin', 'walau', 'jarang', 'yang', 'beri', 'ulasan', 'bintang']","['alhamdulillah', 'aplikasi', 'sangat', 'membantu', 'kemarin', 'kliniksoalnya', 'zaman', 'hp', 'seakan', 'wajib', 'bawa', 'kemnaakan', 'kartu', 'bpjs', 'semacamnya', 'tidak', 'terkadang', 'kelupaansehingga', 'aplikasi', 'menunjukan', 'layanan', 'bpjs', 'sayasemangat', 'admin', 'jarang', 'ulasan', 'bintang']",2,2,0,"['alhamdulillah', 'aplikasi', 'sangat', 'membantu', 'kemarin', 'kliniksoalnya', 'zaman', 'hp', 'seakan', 'wajib', 'bawa', 'kemnaakan', 'kartu', 'bpjs', 'semacamnya', 'tidak', 'terkadang', 'kelupaansehingga', 'aplikasi', 'menunjukan', 'layanan', 'bpjs', 'sayasemangat', 'admin', 'jarang', 'ulasan', 'bintang']",tangibles
Pengguna Google,1,"halo, bagaimana ininya, sudah berkali kali coba install-uninstall apk, masih tetap saja tidak bisa verifikasi nomor telp, tolong dibantu dong saya butuh segera",halo bagaimana ininya sudah berkali kali coba installuninstall apk masih tetap saja tidak bisa verifikasi nomor telp tolong dibantu dong saya butuh segera,halo bagaimana ininya sudah berkali kali coba installuninstall aplikasi masih tetap saja tidak bisa verifikasi nomor telepon tolong dibantu dong saya butuh segera,"['halo', 'bagaimana', 'ininya', 'sudah', 'berkali', 'kali', 'coba', 'installuninstall', 'aplikasi', 'masih', 'tetap', 'saja', 'tidak', 'bisa', 'verifikasi', 'nomor', 'telepon', 'tolong', 'dibantu', 'dong', 'saya', 'butuh', 'segera']","['halo', 'ininya', 'sudah', 'berkali', 'kali', 'coba', 'installuninstall', 'aplikasi', 'tidak', 'bisa', 'verifikasi', 'nomor', 'telepon', 'tolong', 'dibantu', 'butuh']",0,1,2,"['halo', 'ininya', 'sudah', 'berkali', 'kali', 'coba', 'installuninstall', 'aplikasi', 'tidak', 'bisa', 'verifikasi', 'nomor', 'telepon', 'tolong', 'dibantu', 'butuh']",tangibles
Pengguna Google,1,Daftar berobat dari seminggu sebelum jadwal pengobatan jadwal dokter belum ada Daftar h-3 tiba2 penuh Aplikasi yg sangat lucu,daftar berobat dari seminggu sebelum jadwal pengobatan jadwal dokter belum ada daftar h tiba penuh aplikasi yg sangat lucu,daftar berobat dari satu minggu sebelum jadwal pengobatan jadwal dokter belum ada daftar h tiba penuh aplikasi yang sangat lucu,"['daftar', 'berobat', 'dari', 'satu', 'minggu', 'sebelum', 'jadwal', 'pengobatan', 'jadwal', 'dokter', 'belum', 'ada', 'daftar', 'h', 'tiba', 'penuh', 'aplikasi', 'yang', 'sangat', 'lucu']","['daftar', 'berobat', 'minggu', 'jadwal', 'pengobatan', 'jadwal', 'dokter', 'daftar', 'h', 'penuh', 'aplikasi', 'sangat', 'lucu']",1,1,1,"['daftar', 'berobat', 'minggu', 'jadwal', 'pengobatan', 'jadwal', 'dokter', 'daftar', 'h', 'penuh', 'aplikasi', 'sangat', 'lucu']",tangibles
Pengguna Google,1,"Aplikasi ngak bermutu pulsa sudah habis tapi pendaftaran gagal terus, mendingan ngak ada dari pada merugikan masyarakat saja nanti",aplikasi ngak bermutu pulsa sudah habis tapi pendaftaran gagal terus mendingan ngak ada dari pada merugikan masyarakat saja nanti,aplikasi tidak bermutu pulsa sudah habis tetapi pendaftaran gagal terus mendingan tidak ada dari pada merugikan masyarakat saja nanti,"['aplikasi', 'tidak', 'bermutu', 'pulsa', 'sudah', 'habis', 'tetapi', 'pendaftaran', 'gagal', 'terus', 'mendingan', 'tidak', 'ada', 'dari', 'pada', 'merugikan', 'masyarakat', 'saja', 'nanti']","['aplikasi', 'tidak', 'bermutu', 'pulsa', 'sudah', 'habis', 'pendaftaran', 'gagal', 'mendingan', 'tidak', 'merugikan', 'masyarakat']",1,1,0,"['aplikasi', 'tidak', 'bermutu', 'pulsa', 'sudah', 'habis', 'pendaftaran', 'gagal', 'mendingan', 'tidak', 'merugikan', 'masyarakat']",reliability
Pengguna Google,1,"Ketika daftar, di bagian isi nomor telepon, nomor verifikasi nya gak ke kirim ke pesan, padahal udah diulang 3x, jadinya tidak bisa daftar",ketika daftar di bagian isi nomor telepon nomor verifikasi nya gak ke kirim ke pesan padahal udah diulang x jadinya tidak bisa daftar,ketika daftar di bagian isi nomor telepon nomor verifikasi ya tidak ke kirim ke pesan padahal sudah diulang kali jadinya tidak bisa daftar,"['ketika', 'daftar', 'di', 'bagian', 'isi', 'nomor', 'telepon', 'nomor', 'verifikasi', 'ya', 'tidak', 'ke', 'kirim', 'ke', 'pesan', 'padahal', 'sudah', 'diulang', 'kali', 'jadinya', 'tidak', 'bisa', 'daftar']","['daftar', 'isi', 'nomor', 'telepon', 'nomor', 'verifikasi', 'tidak', 'kirim', 'pesan', 'sudah', 'diulang', 'kali', 'tidak', 'bisa', 'daftar']",0,0,2,"['daftar', 'isi', 'nomor', 'telepon', 'nomor', 'verifikasi', 'tidak', 'kirim', 'pesan', 'sudah', 'diulang', 'kali', 'tidak', 'bisa', 'daftar']",reliability
Pengguna Google,5,🙏🙏🙏👍👍👍,,,[],[],0,0,0,[],Tidak Ada Kecocokan
